"","x"
"976","極品豬腳禮盒"
"977","桂圓酥禮盒"
"978","菜餛飩生"
"979","鮮肉粽禮盒"
"980","豆沙粽禮盒"
"981","元盅雞湯禮盒"
"982","元盅牛肉湯禮盒"
"983","千層油膏禮盒"
"984","赤豆鬆糕禮盒"
"985","鮮肉酥餅"
"986","豆沙酥餅"
"987","銀耳四寶湯"
"988","酥皮叉燒包"
"989","香煎蘿蔔糕"
"990","香滑馬來糕"
"991","黃沙豬潤腸"
"992","韭王鮮蝦腸"
"993","蜜味叉燒腸"
"994","免治牛肉腸"
"995","蔥花炸兩"
"996","晶瑩鮮蝦餃"
"997","鮮蝦燒賣皇"
"998","鮮蝦菠菜餃"
"999","鮑汁燜鳳爪"
"1000","鼓汁蒸肉排"
"1001","陳皮牛肉球"
"1002","美味燜鮮竹卷"
"1003","鮮蝦腐皮卷"
"1004","賽螃蟹春捲"
"1005","香鬆炸豆腐"
"1006","煎蛋牛肉飯"
"1007","臘腸北菇飯"
"1008","古法糯米雞"
"1009","干貝絲炒麵"
"1010","金銀蛋瘦肉粥"
"1011","白灼時蔬"
"1012","楊枝甘露"
"1013","小心流沙煎堆"
"1014","鮮奶芙蓉卷"
"1015","中國茶烏龍"
"1016","薏米水冷"
"1017","ZERO"
"1018","綜合羹湯"
"1019","肉羹羹湯"
"1020","花枝羹湯"
"1021","雞塊羹湯"
"1022","肉燥飯"
"1023","肉燥板條"
"1024","肉燥冬粉"
"1025","肉燥米粉"
"1026","肉燥麵"
"1027","肉燥羹飯"
"1028","肉燥羹板條"
"1029","肉燥羹冬粉"
"1030","肉燥羹米粉"
"1031","肉燥羹麵"
"1032","肉羹飯"
"1033","肉羹板條"
"1034","肉羹冬粉"
"1035","肉羹米粉"
"1036","肉羹麵"
"1037","肉羹羹飯"
"1038","肉羹羹板條"
"1039","肉羹羹冬粉"
"1040","肉羹羹米粉"
"1041","肉羹羹麵"
"1042","花枝飯"
"1043","花枝板條"
"1044","花枝冬粉"
"1045","花枝米粉"
"1046","花枝麵"
"1047","花枝羹飯"
"1048","花枝羹板條"
"1049","花枝羹冬粉"
"1050","花枝羹米粉"
"1051","花枝羹麵"
"1052","綜合飯"
"1053","綜合板條"
"1054","綜合冬粉"
"1055","綜合米粉"
"1056","綜合麵"
"1057","綜合羹飯"
"1058","綜合羹板條"
"1059","綜合羹冬粉"
"1060","綜合羹米粉"
"1061","綜合羹麵"
"1062","雞塊飯"
"1063","雞塊板條"
"1064","雞塊冬粉"
"1065","雞塊米粉"
"1066","雞塊麵"
"1067","雞塊羹飯"
"1068","雞塊羹板條"
"1069","雞塊羹冬粉"
"1070","雞塊羹米粉"
"1071","雞塊羹麵"
"1072","翡翠綠茶"
"1073","錫蘭紅茶"
"1074","高山金萱茶"
"1075","文山清茶"
"1076","鐵觀音拿鐵"
"1077","沖繩鮮奶茶"
"1078","波霸紅茶拿鐵"
"1079","阿華田拿鐵"
"1080","玫瑰拿鐵"
"1081","桂圓拿鐵"
"1082","香澄百香綠茶"
"1083","翡翠香橙"
"1084","柳橙綠茶"
"1085","翡翠柳橙"
"1086","蕃茄梅蜜"
"1087","奇異果綠茶"
"1088","葡萄柚綠茶"
"1089","葡萄柚密茶"
"1090","百香綠茶"
"1091","百香雙Q果"
"1092","萃檸檬"
"1093","檸檬綠茶"
"1094","蜂蜜檸檬"
"1095","檸檬多多"
"1096","百箱多多"
"1097","葡萄柚多多"
"1098","錫蘭奶茶"
"1099","鐵觀音奶茶"
"1100","沖繩奶茶"
"1101","波霸奶茶"
"1102","仙草凍奶茶"
"1103","玫瑰奶茶"
"1104","梅子茶"
"1105","梅子綠茶"
"1106","多多綠茶"
"1107","淇淋紅茶"
"1108","阿華田"
"1109","韓式辣味鍋貼"
"1110","招牌鍋貼"
"1111","韭菜鍋貼"
"1112","鮮蝦水餃"
"1113","韓式辣味水餃"
"1114","玉米水餃"
"1115","韭菜水餃"
"1116","高麗菜水餃"
"1117","牛肉麵牛肉"
"1118","牛肉乾拌麵3塊牛肉"
"1119","酸辣麵"
"1120","川味擔擔麵"
"1121","牛肉湯麵附滷蛋"
"1122","餛飩麵"
"1123","肉燥拌麵"
"1124","牛汁乾拌麵"
"1125","加麵"
"1126","牛肉湯餃"
"1127","酸辣湯餃"
"1128","牛肉湯3塊牛肉"
"1129","餛飩湯"
"1130","魚丸湯"
"1131","貢丸湯"
"1132","紅油抄手"
"1133","有機燙青菜"
"1134","豆干絲"
"1135","小黃瓜"
"1136","涼拌木耳"
"1137","海帶絲"
"1138","台式泡菜"
"1139","豬耳朵"
"1140","豆漿"
"1141","仙草茶"
"1142","杏仁鴛鴦"
"1143","仙草凍限夏季"
"1144","鍋貼1粒"
"1145","水餃1粒"
"1146","酸辣湯餃8顆招牌"
"1147","玉米湯餃8顆招牌"
"1148","旗魚花枝丸湯"
"1149","白豆漿"
"1150","黑豆漿"
"1151","招牌丸子飯"
"1152","厚切排骨"
"1153","骨雞腿飯"
"1154","海鹽牛菲力飯"
"1155","香煎鮭魚飯"
"1156","T1.芒果"
"1157","T2.百香果"
"1158","T3.葡萄柚"
"1159","T4.覆盆莓"
"1160","T5.水果凝露俄羅斯傳統飲料"
"1161","L1.原味奶茶"
"1162","L2.焦瑪奇朵奶茶"
"1163","L3.龍眼蜂蜜奶茶"
"1164","L4.芋頭奶茶"
"1165","L5.優格奶茶"
"1166","加煉乳"
"1167","巧克力"
"1168","起司"
"1169","火腿"
"1170","涮秋葵豆瓣豬<440cal>"
"1171","鳳梨木耳燒豚<480cal>"
"1172","蔥燒雞里肌<499cal>"
"1173","泰式打拋豬<499cal>"
"1174","薑汁燒豬<480cal>"
"1175","豆腐乳雞<440cal>"
"1176","鹽烤鯖魚<470cal>"
"1177","香煎蔬食干貝<450cal>"
"1178","三杯杏鮑菇<450cal>"
"1179","卡啦炸雞翅"
"1180","卡啦炸雞腿"
"1181","卡啦炸腿排"
"1182","卡啦吮指翅"
"1183","多汁香雞排"
"1184","超大嫩雞排"
"1185","香酥三角骨"
"1186","老K爆炸雞"
"1187","鮮嫩雞米花"
"1188","醬燒鹽酥雞"
"1189","骨骰子雞"
"1190","蒜味雞柳條"
"1191","香香香酥雞"
"1192","黃金地瓜脆薯"
"1193","香酥洋蔥圈"
"1194","老K點心"
"1195","我是瘦薯條"
"1196","雙味辣"
"1197","地瓜Q球"
"1198","黃金炸豆腐"
"1199","老K菜園"
"1200","香玉米"
"1201","蔬菜大份"
"1202","菇菇大份"
"1203","四季春青茶"
"1204","高山鐵觀音"
"1205","冬瓜茶"
"1206","地瓜奶茶"
"1207","地瓜鮮奶茶"
"1208","地瓜珍珠奶茶"
"1209","地瓜珍珠鮮奶茶"
"1210","地瓜芝麻奶茶"
"1211","地瓜芝麻鮮奶茶"
"1212","紫薯奶綠"
"1213","紫薯珍珠奶綠"
"1214","紫薯鮮奶綠"
"1215","紫薯珍珠鮮奶綠茶"
"1216","鮮奶綠"
"1217","觀音鮮奶茶"
"1218","仙草鮮奶茶"
"1219","芝麻鮮奶茶"
"1220","茉香奶綠"
"1221","仙草蜜奶茶"
"1222","芝麻奶茶"
"1223","地瓜拿鐵"
"1224","紫薯拿鐵"
"1225","芝麻拿鐵"
"1226","地瓜芝麻拿鐵"
"1227","冬瓜仙草凍飲"
"1228","冬瓜檸檬珍珠"
"1229","檸檬蘆薈蜜"
"1230","珍珠鮮奶茶"
"1231","珍珠鮮奶綠"
"1232","玉荷青蘆薈蜜"
"1233","柳橙綠蘆薈蜜"
"1234","橙柚青蘆薈蜜"
"1235","蜜茶"
"1236","仙草甘茶"
"1237","脆梅綠"
"1238","檸檬四季青"
"1239","檸檬蜜茶"
"1240","葡萄柚綠"
"1241","玉荷青"
"1242","冬瓜鐵觀音"
"1243","桂花紅茶"
"1244","蜜香紅"
"1245","甘蔗檸檬"
"1246","地瓜暖薑茶"
"1247","薑茶"
"1248","薑汁奶茶"
"1249","薑汁鮮奶茶"
"1250","薑汁紅茶"
"1251","薑汁甘蔗"
"1252","黑丸嫩仙草"
"1253","寒天嫩仙草"
"1254","芋圓嫩仙草"
"1255","黑丸Q嫩雙寶"
"1256","黑丸嫩愛玉"
"1257","茘枝嫩愛玉"
"1258","關西仙草甘荼L"
"1259","關西仙草凍飲L"
"1260","黑珍珠奶荼L"
"1261","愛玉荼L"
"1262","四季春荼L"
"1263","茉香綠荼L"
"1264","阿薩姆紅荼L"
"1265","冬瓜仙草凍飲L"
"1266","冬瓜檸檬L"
"1267","珍珠冬瓜荼L"
"1268","淡水酸梅湯L"
"1269","蔓越莓檸檬L"
"1270","香淳奶荼L"
"1271","嫩鮮草奶荼L"
"1272","小芋圓奶荼L"
"1273","茘枝愛玉綠荼L"
"1274","茘枝檸檬青荼L"
"1275","黑丸ㄉㄨㄞ奶"
"1276","鮮奶仙草凍飲"
"1277","杏仁鮮奶"
"1278","紅"
"1279","芋頭鮮奶"
"1280","仙草沙L"
"1281","酸梅沙L"
"1282","海鮮米粉"
"1283","海鮮麵"
"1284","小卷米粉"
"1285","小卷麵"
"1286","海鮮咖哩炒麵"
"1287","雞腿便當"
"1288","骨雞腿排便當"
"1289","豬排便當"
"1290","水晶魚便當"
"1291","雙拼便當"
"1292","素食便當"
"1293","烤雞腿便當"
"1294","鐵盒便當滷豬排"
"1295","鐵盒便當椒麻雞"
"1296","鐵盒便當三杯雞"
"1297","鐵盒便當素食"
"1298","海鮮鍋"
"1299","蔬菜鍋葷"
"1300","川辣鍋"
"1301","沙茶鍋"
"1302","原味鍋"
"1303","茴香鍋"
"1304","魚頭鍋"
"1305","泡菜麵"
"1306","豬肉片"
"1307","牛肉片"
"1308","羊肉片"
"1309","鯛魚片"
"1310","大腸"
"1311","蟹棒"
"1312","滷鴨血"
"1313","滷臭豆腐"
"1314","燕餃"
"1315","蛋餃"
"1316","蝦丸"
"1317","魚包蛋"
"1318","鑫鑫腸"
"1319","爆漿起司球"
"1320","九層塔花枝"
"1321","花椰菜"
"1322","玉米筍"
"1323","小白菜"
"1324","木耳絲"
"1325","烏龍麵"
"1326","王子麵"
"1327","冬粉"
"1328","白飯"
"1329","蛋"
"1330","豆腐"
"1331","鹹酥雞"
"1332","香雞排"
"1333","魷魚"
"1334","章魚腳"
"1335","炸雞皮"
"1336","炸雞屁股"
"1337","炸雞心"
"1338","炸雞翅"
"1339","雞軟骨"
"1340","土魠魚"
"1341","柳葉魚"
"1342","豬血糕"
"1343","辣"
"1344","芋頭籤"
"1345","芋頭籤鹹"
"1346","魚板"
"1347","糯米腸"
"1348","花枝丸"
"1349","雞蛋豆腐"
"1350","板豆腐"
"1351","四季豆"
"1352","白花椰菜"
"1353","蒜味醬汁高麗菜"
"1354","筊白筍"
"1355","炸茄子"
"1356","香菇"
"1357","杏鮑菇"
"1358","玉米"
"1359","銀絲卷"
"1360","芋頭條"
"1361","地瓜條"
"1362","薯條"
"1363","香腸"
"1364","洋蔥圈"
"1365","乳酪棒"
"1366","炸湯圓"
"1367","蒜味醬汁炸皮蛋"
"1368","上湯原味鍋燒"
"1369","濃郁沙茶鍋燒"
"1370","日式味增鍋燒"
"1371","素沙茶鍋燒"
"1372","韓式泡菜鍋燒"
"1373","鮮採蕃茄鍋燒"
"1374","爆濃起司鍋燒"
"1375","回味麻辣鍋燒"
"1376","統一肉燥鍋燒"
"1377","維力榨醬麵鍋燒"
"1378","樂活蔬食鍋燒"
"1379","蒙古天香鍋燒"
"1380","南洋綠咖哩鍋燒"
"1381","手工酸白菜鍋燒"
"1382","溫補元氣藥膳鍋燒"
"1383","鍋燒炒沙茶"
"1384","鍋燒炒泡菜"
"1385","鍋燒炒素沙茶"
"1386","鍋燒炒麻辣"
"1387","鍋燒炒肉燥"
"1388","鍋燒炒炸醬"
"1389","阿嬤滷肉飯"
"1390","下港乾麵"
"1391","蒜泥梅肉片"
"1392","小電鍋套餐組"
"1393","貢"
"1394","蛋花湯"
"1395","味增湯"
"1396","番茄蔬菜湯"
"1397","菜"
"1398","飯"
"1399","麵"
"1400","肉片"
"1401","火鍋料"
"1402","彈珠汽水"
"1403","桶子油雞飯"
"1404","士林香腸飯"
"1405","明爐燒鴨飯"
"1406","貴妃白雞飯"
"1407","蜜汁烤雞腿飯"
"1408","玫瑰油雞腿飯"
"1409","蜜汁叉燒飯"
"1410","脆皮燒肉飯"
"1411","龍華三寶飯"
"1412","龍華雙拼飯"
"1413","龍華臘味飯"
"1414","招牌飯"
"1415","鴨腿飯"
"1416","廣州炒麵"
"1417","豬肝炒麵"
"1418","雞絲炒麵"
"1419","三鮮炒麵"
"1420","牛肉炒麵"
"1421","叉燒炒麵"
"1422","干炒河粉"
"1423","干什錦河"
"1424","干三鮮河"
"1425","牛肉炒河"
"1426","干雞絲河"
"1427","蝦仁炒麵"
"1428","海鮮炒麵"
"1429","牛腩炒麵"
"1430","星州米粉"
"1431","廣州燴飯"
"1432","肉絲燴飯"
"1433","雞絲燴飯"
"1434","肉絲蛋炒飯"
"1435","雞絲蛋炒飯"
"1436","牛肉燴飯"
"1437","咖喱牛肉飯"
"1438","滑蛋牛肉飯"
"1439","蕃茄牛肉飯"
"1440","廣州炒飯"
"1441","楊州炒飯"
"1442","鹹魚炒飯"
"1443","免治牛肉飯"
"1444","羅漢燴飯"
"1445","三鮮燴飯"
"1446","牛腩燴飯"
"1447","蝦仁燴飯"
"1448","干菇雞柳飯"
"1449","鹹魚雞粒炒飯"
"1450","香腸飯"
"1451","蝦仁捲飯"
"1452","黑胡椒豬柳飯"
"1453","火烤叉燒飯"
"1454","養生飯"
"1455","炸排骨飯"
"1456","香酥雞排飯"
"1457","宮保雞丁飯"
"1458","起司豬排飯"
"1459","紅燒牛腩燴飯"
"1460","香酥鮭魚飯"
"1461","鯖魚飯"
"1462","炸雞腿飯"
"1463","燒烤雞腿飯"
"1464","芙蓉醉雞飯"
"1465","鮮蝦粉絲煲"
"1466","茄子肥腸煲"
"1467","香蔥牛肉煲"
"1468","鹹酥蝦"
"1469","鹹水蝦"
"1470","打拋肉"
"1471","蒜泥白肉"
"1472","京都排骨"
"1473","醋排骨"
"1474","椒鹽雞丁"
"1475","西芹透抽"
"1476","蝦仁滑蛋"
"1477","肉絲炒蘆筍"
"1478","青菜炒牛肉"
"1479","菜脯蛋"
"1480","炒青菜"
"1481","鮭魚炒飯"
"1482","蝦仁炒飯"
"1483","蛋包飯"
"1484","牛肉炒烏龍"
"1485","炒烏龍"
"1486","茄汁烏龍"
"1487","鮭魚卵壽司"
"1488","生魚片壽司"
"1489","草蝦壽司"
"1490","豆皮壽司"
"1491","綜合生魚片"
"1492","生魚片"
"1493","草蝦沙拉"
"1494","竹筍沙拉夏"
"1495","茭白筍沙拉"
"1496","綜合沙拉"
"1497","蘆筍沙拉"
"1498","龍蝦肉沙拉"
"1499","軟絲"
"1500","鱈魚肝"
"1501","煙燻鯊魚"
"1502","黑豆"
"1503","生魚片套餐生魚片.沙拉.茶碗蒸.白飯.味增湯"
"1504","鮭魚卵手捲"
"1505","龍蝦肉手捲"
"1506","草蝦手捲"
"1507","蟹肉手捲"
"1508","蘆筍手捲"
"1509","蝦仁蒸餃"
"1510","香蔥湯包"
"1511","絲瓜湯包"
"1512","大餅捲牛肉"
"1513","豆沙鍋餅"
"1514","溫州餛飩麵"
"1515","餛飩細粉"
"1516","鍋燒烏龍麵"
"1517","肉燥湯麵"
"1518","肉燥乾麵"
"1519","鮮魚湯"
"1520","溫州餛飩湯"
"1521","魚骨味增湯"
"1522","茶碗蒸"
"1523","雙星伴月－銀玉星球"
"1524","雙星伴月－金柚星球"
"1525","月老祝福－靈藥包款"
"1526","火星猴子經典酷奇"
"1527","月老祝福－御守提袋"
"1528","火星猴子幸福蝴蝶酥"
"1529","火星猴子典藏猴美味需20盒以上"
"1530","火星猴子日本小旅行"
"1531","火星猴子台灣小旅行"
"1532","火星猴子愛戀巧克力之旅"
"1533","火星猴子經典酷奇mini"
"1534","火星猴子幸福蝴蝶酥mini"
"1535","火星猴子日本小旅行mini"
"1536","火星猴子台灣小旅行mini"
"1537","火星猴子香港小旅行mini"
"1538","火星猴子陶瓷杯墊"
"1539","2017中秋小旅行組合"
"1540","紐澳良香雞排"
"1541","骨雞腿排"
"1542","雞塊大腿塊"
"1543","雞翅"
"1544","胖雞丁"
"1545","泰式胖雞丁"
"1546","泰式雞排"
"1547","泰式骨雞腿排"
"1548","泰式雞翅一份四支"
"1549","薯餅"
"1550","花枝丸4顆"
"1551","洋蔥圈5個"
"1552","披薩球4顆"
"1553","芝麻芋香球4顆"
"1554","芋泥球6顆"
"1555","小雞塊"
"1556","銀絲卷3顆"
"1557","波霸薯條馬鈴薯"
"1558","黃金番薯條地瓜"
"1559","1號餐雞塊+雞翅+樂"
"1560","2號餐雞腿+雞塊+樂"
"1561","3號餐波霸薯條+小雞塊+胖雞丁+樂"
"1562","4號餐雞腿+雞翅+雞塊+樂"
"1563","5號全家餐2雞腿+3雞塊+3雞翅"
"1564","6號全家特餐5號全家餐+2份薯條+大樂"
"1565","糯米腸包香腸"
"1566","牛肉捲餅"
"1567","烤鴨捲餅"
"1568","豬肉捲餅"
"1569","香腸捲餅"
"1570","過貓沙拉捲餅"
"1571","蘆筍沙拉捲餅"
"1572","韓式泡菜捲餅"
"1573","抹茶煎餅"
"1574","芋頭煎餅"
"1575","紅豆煎餅"
"1576","蔥油餅加蛋"
"1577","飯飯便當"
"1578","炒麵便當"
"1579","全菜便當"
"1580","會議便當"
"1581","五穀飯"
"1582","香椿魯飯"
"1583","厚切雞排切"
"1584","主廚骨嫩雞"
"1585","香酥雞塊"
"1586","趇司薯球10入"
"1587","馬芝拉起司條3入"
"1588","帶皮馬鈴薯條粗"
"1589","地瓜薯條"
"1590","細薯條"
"1591","麻糬蛋黃芋球2入"
"1592","盒食。瑪格麗特雞肉捲"
"1593","盒食。蘋果核桃荒野豬"
"1594","盒食。墨西哥辣椒檸檬雞肉"
"1595","盒食。水果雞肉藜麥沙拉"
"1596","盒食。優格豬肉水果沙拉"
"1597","高Ｃ果汁"
"1598","錫蘭阿薩姆紅茶"
"1599","纖時蔬果餐"
"1600","水煮雞肉餐"
"1601","水煮牛肉餐"
"1602","好輕雞肉餐"
"1603","風味豬肉餐"
"1604","低脂牛肉餐"
"1605","薄鹽鯖魚餐"
"1606","烤牛飯"
"1607","烤豬飯"
"1608","烤雞飯"
"1609","烤雞腿飯"
"1610","烤鯖魚飯"
"1611","單點牛肉"
"1612","甲泰招牌小料理便當"
"1613","木賓街邊小烤豬便當"
"1614","沙嗲雞肉便當"
"1615","羅勒菜小炒雞肉便當"
"1616","考卡姆豬肉便當"
"1617","加購薏米水"
"1618","麻醬涼麵"
"1619","酢醬涼麵"
"1620","綜合湯味噌湯+蛋+貢丸"
"1621","味噌加福州丸湯"
"1622","味噌加貢丸湯"
"1623","福州丸加蛋湯"
"1624","貢丸湯加蛋湯"
"1625","味噌湯加蛋"
"1626","福州丸湯"
"1627","蔥蛋"
"1628","荷包蛋"
"1629","1.瓜仔滷肉飯+貢丸湯+燙青菜"
"1630","2.瓜仔滷肉飯+當歸鴨湯+燙青菜"
"1631","3.担仔麵+十三香滷油豆腐+海帶+滷蛋"
"1632","4.家傳乾麵+菜頭貢丸湯+燙青菜"
"1633","5.當歸鴨麵線+十三香滷油豆腐+米血糕+燙青菜"
"1634","担仔"
"1635","家傳"
"1636","當歸鴨麵線"
"1637","當歸湯麵線"
"1638","瓜仔滷肉飯"
"1639","瓜仔滷肉飯便當"
"1640","紅糟肉特餐便當"
"1641","空肉飯特餐便當"
"1642","咖哩雞飯特餐便當"
"1643","黑胡椒豬柳便當"
"1644","當歸鴨湯"
"1645","菜頭貢丸湯"
"1646","菜頭湯"
"1647","竹筍排骨湯"
"1648","豬頭皮"
"1649","嘴邊肉"
"1650","肝連"
"1651","紅糟肉"
"1652","燙魷魚"
"1653","十三香滷拼盤"
"1654","油豆腐"
"1655","魯蛋"
"1656","飯麵加大"
"1657","海南雞飯清雞油飯"
"1658","海南雞腿飯清雞油飯"
"1659","海南雞翅飯清雞油飯"
"1660","加東海鮮喇沙湯麵"
"1661","黑蒜肉骨茶"
"1662","麻辣腳筋"
"1663","海南雞全隻肉雞"
"1664","海南雞半隻肉雞"
"1665","海南雞全隻土雞"
"1666","海南雞半隻土雞"
"1667","清雞油飯"
"1668","香蘭黃薑飯"
"1669","青菜"
"1670","椰子凍"
"1671","檸檬茶冷"
"1672","凍奶茶冷"
"1673","泡菜信義店"
"1674","雪白菇小松菜"
"1675","菠菜"
"1676","豆苗"
"1677","A菜"
"1678","山蘇"
"1679","擔擔麵辣"
"1680","紅油燃麵辣"
"1681","馬克杯外太空"
"1682","A鍋巴烤肉飯牛"
"1683","A鍋巴烤肉飯豬"
"1684","B韓式拌飯牛"
"1685","B韓式拌飯豬"
"1686","C部隊鍋"
"1687","D泡菜鍋飯牛"
"1688","D泡菜鍋飯豬"
"1689","E泡菜海鮮鍋飯"
"1690","F豆腐海鮮鍋飯"
"1691","G烤肉鍋麵牛"
"1692","G烤肉鍋麵豬"
"1693","G烤肉鍋冬粉牛"
"1694","G烤肉鍋冬粉豬"
"1695","H泡菜烤肉麵牛"
"1696","H泡菜烤肉麵豬"
"1697","H泡菜烤肉冬粉牛"
"1698","H泡菜烤肉冬粉豬"
"1699","I海鮮鍋麵"
"1700","I海鮮鍋冬粉"
"1701","J泡菜海鮮麵"
"1702","J泡菜海鮮冬粉"
"1703","K海陸鍋麵"
"1704","K海陸鍋冬粉"
"1705","L泡菜海陸麵"
"1706","L泡菜海陸冬粉"
"1707","日式炸豬排飯"
"1708","日式咖哩雞菜碗裝"
"1709","日式咖哩雞"
"1710","日式咖哩炸豬排"
"1711","薑汁燒肉"
"1712","梅干扣肉"
"1713","宮保雞丁菜碗裝"
"1714","今日特餐"
"1715","今日特餐菜碗裝"
"1716","小綜合3花+2豆皮"
"1717","小綜合全海苔4個"
"1718","大綜合5花+2豆皮"
"1719","大綜合全海苔6個"
"1720","單點宮保雞丁"
"1721","單點咖哩雞"
"1722","魯肉飯"
"1723","雞肉飯"
"1724","豬事雞祥商務便當"
"1725","輕食滷肉飯便當"
"1726","輕食雞肉飯便當"
"1727","魯肉飯便當"
"1728","雞肉飯便當"
"1729","鯖魚一夜干便當"
"1730","醬燒豬肉丼便當"
"1731","蹄膀便當"
"1732","石板鹹豬肉便當"
"1733","唐山排骨便當"
"1734","椒麻雞便當"
"1735","豬腳便當"
"1736","排雞雙寶便當"
"1737","排魚雙寶便當"
"1738","輕食炸雞便當"
"1739","輕食鯖魚便當"
"1740","水耕A菜"
"1741","筍絲魯"
"1742","時令蔬菜"
"1743","四神湯"
"1744","鳳梨苦瓜雞湯"
"1745","鯖魚一夜干"
"1746","石板鹹豬肉"
"1747","椒麻雞辣"
"1748","唐山排骨"
"1749","豬腳"
"1750","蹄膀"
"1751","老皮嫩肉"
"1752","鮮蒜香腸"
"1753","薏仁綠豆湯"
"1754","銀耳蓮子湯"
"1755","御品烏梅湯"
"1756","芋圓1號綠豆+蓮子+珍珠"
"1757","芋圓2號地瓜+薏仁+珍珠"
"1758","芋圓3號紅豆+花生+珍珠"
"1759","芋圓4號芋頭+紅豆+珍珠"
"1760","芋圓5號花豆+芋薯圓+珍珠"
"1761","芋圓6號粉粿+粉條+珍珠"
"1762","仙草1號綠豆+蓮子+珍珠"
"1763","仙草2號地瓜+薏仁+珍珠"
"1764","仙草3號紅豆+花生+珍珠"
"1765","仙草4號芋頭+紅豆+珍珠"
"1766","仙草5號花豆+芋薯圓+珍珠"
"1767","仙草6號粉粿+粉條+珍珠"
"1768","鮮芋仙招牌仙草凍+仙草沙+芋圓+鮮奶油"
"1769","珍珠豆花"
"1770","花生豆花"
"1771","紅豆豆花"
"1772","綠豆豆花"
"1773","薏仁豆花"
"1774","湯圓豆花"
"1775","芋頭豆花"
"1776","蓮子豆花"
"1777","芋圓豆花"
"1778","芋薯圓豆花"
"1779","杏仁1號蓮子+綠豆+珍珠"
"1780","杏仁5號花豆+芋薯圓+珍珠"
"1781","杏仁6號粉條+粉粿+珍珠"
"1782","鮭魚almon"
"1783","鮪魚Tuna"
"1784","鰤魚Yellowtail"
"1785","海膽紅螺TophellwitheaUrchin"
"1786","燒炙鮪魚earedTuna"
"1787","起士大蝦燒GrilledCheesePrawn"
"1788","干貝callop"
"1789","玉子燒Tamagoyaki"
"1790","兒童人氣三拼KidsFavorite"
"1791","蝦味魚卵easonedCapelinRoe"
"1792","鮭魚子almonRoe"
"1793","鮭魚蔥花almoncallion"
"1794","鮪魚佐溫泉蛋TunawithQuailEgg"
"1795","松葉蟹膏手卷CrabMisoHandRoll"
"1796","蘆筍蝦手卷hrimpandAsparagusHandRoll"
"1797","熔岩起士卷GrilledCheeseushiRoll"
"1798","唐揚雞軟骨FriedChickenCartilage"
"1799","竹筴魚一夜干GrilledWholeHorseMackerel"
"1800","沙嗲醬烤赤蝦WhiskeredVelvethrimpatay"
"1801","鹽烤柳葉魚GrilledCapelin"
"1802","南蠻烤雞串ChickenandBabyOnionkewer"
"1803","海老茶碗蒸teamedEggCustardwithhrimp"
"1804","雙色丼TunaalmonDonburi"
"1805","毛豆Edamame"
"1806","黑醋醬秋葵OkrainBlackVinegarDressing"
"1807","鮮蝦和風沙拉hrimpalad"
"1808","牡蠣散壽司FriedOyster"
"1809","蘋果汁AppleJuice"
"1810","哈密瓜汽水Melonoda"
"1811","花漾巧克力慕斯ChocolateMousse"
"1812","白玉淇淋抹茶紅豆"
"1813","布朗尼淇淋BrwniealaMode"
"1814","花見糰子北海道紅豆／花生煉乳"
"1815","紫菜湯"
"1816","青菜湯"
"1817","當歸湯夏天提供"
"1818","紅燒湯"
"1819","素羹湯"
"1820","紅燒麵"
"1821","鍋燒麵"
"1822","素排麵"
"1823","素羹麵"
"1824","當歸麵夏天提供"
"1825","榨菜麵"
"1826","乾麵"
"1827","陽春麵"
"1828","素曼特餐"
"1829","素排特餐"
"1830","餘排特餐"
"1831","素香特餐"
"1832","素羹飯"
"1833","菜飯"
